group,-1.9761685452913131,-111343603.62237702
taught,-1.8784888263194381,-1114875637.1003525
their,-1.8431438973052767,-2048796.2064965828
them,-1.7271065405978292,-2424631.0491510057
shouted,-1.6793108790693931,-207481729.41315478
difference,-1.6028347484573935,-585283874.5769128
kissed,-1.5976784626325502,-322771317.80134714
tired,-1.5962869403347866,-257401414.41388178
weeks,-1.5436027320710892,-181952318.90851307
kiss,-1.5314569621121246,-425701433.2298813
live,-1.5101972720075159,-101261095.42877707
existed,-1.508014577144051,-2463741669.0601087
training,-1.505501903480548,-1429268515.6933413
home,-1.4926399656153766,-13374959.703373043
shout,-1.4719018078084471,-1877043479.7257872
fight,-1.4647477804056854,-122569907.88743687
minded,-1.4554581189453122,-1890395978.699976
become,-1.453140152294506,-89742237.63345505
government,-1.4514793550895912,-118560153.18524016
build,-1.4503951662114705,-1182928733.3956535
each,-1.4323836889194508,-34061562.734396525
wondered,-1.4315725739105865,-119672867.85113531
world,-1.421987865897009,-13658591.204198381
arms,-1.4157386646119536,-64815093.16775737
felt,-1.404998254667769,-12232116.811442375
bringing,-1.4005285201412871,-1377089701.3069847
singing,-1.3978726810030342,-314501962.02265984
beginning,-1.397398137182414,-278735142.7926022
pleasure,-1.3612222655365072,-162952164.58345526
days,-1.3503282015074183,-35884609.1701348
respect,-1.3398114215582528,-402644467.5335956
exist,-1.3380268152700465,-1626571836.7996233
reaching,-1.336045591599604,-1229813554.151118
ashamed,-1.3337681906854866,-933052175.7868427
riding,-1.332001120221758,-443348667.7082231
they,-1.3319320799699632,-361635.49512322445
tears,-1.3317905201123015,-101714608.68194279
meeting,-1.3317763683770336,-118418936.08291201
different,-1.3284246213006765,-139619408.87893668
stand,-1.3203361928220538,-136389562.96003067
begun,-1.3188760236997972,-616043641.0978839
buildings,-1.316433994478045,-881449462.218394
space,-1.3060116889475673,-73957372.37291458
forgot,-1.2992502636005703,-624943351.6285747
spend,-1.2904543065097565,-693840312.3149115
sang,-1.286360853824731,-707765926.816205
amusement,-1.2775133200903577,-1206971305.3235972
fault,-1.2641530846509468,-646171566.0091616
memories,-1.2638427672047736,-1026176987.6092606
flying,-1.2625192012930935,-316728695.8474609
aware,-1.2624598158104798,-184746809.6930036
families,-1.2506082368992713,-1516909945.265784
fall,-1.245824127042926,-221859358.21428546
seriously,-1.243892482486737,-721501375.9917247
consciousness,-1.2298856333347592,-883275302.1816325
streets,-1.2235638272457061,-222339574.0682795
worse,-1.2188684419238567,-355215014.2546631
sick,-1.2166886055728836,-128708592.29110011
rode,-1.2127527576725663,-151831579.10066408
class,-1.2124609599646543,-259810019.46134177
for,-1.2119926222233461,-773397.799564707
dance,-1.2091292738489385,-137271082.5569704
members,-1.208549308240627,-260339993.95513597
fighting,-1.2032307365532318,-257365550.3252399
houses,-1.1836690288092744,-179110397.4269685
join,-1.1801890255563618,-680250743.2587129
continue,-1.1800545852700108,-813142283.7098962
needs,-1.1800428073078206,-549247941.9638565
won,-1.1731316990737057,-417936045.8757085
travel,-1.1699145437280993,-427217198.8160231
speed,-1.1673282709014268,-302579524.0700971
gift,-1.1653730446784927,-471408017.5325269
sky,-1.162034769487797,-100503471.07682733
sense,-1.1618028322421485,-69251050.19661532
war,-1.1563643851271805,-9702270.016247788
sing,-1.1556973735862583,-325570388.879197
others,-1.1541651099863963,-53678499.8578628
many,-1.1425323359109671,-15868130.910003489
feel,-1.1398076410734366,-29053127.21929742
longer,-1.1349238319825086,-73225739.4211835
people,-1.1322978272102546,-5999876.534618282
older,-1.1305409845701364,-334741111.0869466
rights,-1.1279560414285466,-1072704003.0043386
nevertheless,-1.1271408908307885,-381468321.4045235
speaking,-1.1247378046286793,-170367396.78082517
spread,-1.1217213772582422,-357752709.6150131
travelled,-1.114082850627137,-1244980704.9518616
even,-1.1124052701872895,-5833751.382802672
sadly,-1.1123694228507035,-667842939.7891095
argue,-1.1102741283568374,-2514443837.9577923
grown,-1.1095917090125629,-287514983.1154304
marry,-1.109375580542806,-74156651.7584372
winter,-1.1063916853991045,-53545584.078363314
born,-1.0932013594187784,-172122952.43052304
men,-1.0916515598934968,-3603161.472637843
gazing,-1.0907670951105704,-709558632.3421727
father,-1.0866904676642553,-1254020.3813674282
skirt,-1.0802398137570113,-604903133.3818461
mother,-1.0734361963769592,-3740842.3912474327
guide,-1.071830406163095,-499713359.6101561
year,-1.0687666510988574,-25607776.162452057
separated,-1.0666961235719141,-1332328973.6815603
intend,-1.0635054624121452,-849211553.592696
freedom,-1.061524337192283,-354261771.775873
allowed,-1.0612178977224307,-220973613.71795413
formal,-1.060403461681074,-2203090591.3486824
rock,-1.0537961006426702,-89458648.89619245
hundreds,-1.0485628082924687,-1210116580.9860203
stay,-1.0459586744303127,-74931138.266117
sister,-1.0438967344060877,-15324809.118209586
parents,-1.0431728285182738,-153561150.196592
children,-1.0418648413485263,-12710541.689027268
failed,-1.0344199221154329,-325456383.02515537
flew,-1.0303956781892287,-552154671.5873226
sixty,-1.029946680960463,-627497010.6439728
tables,-1.0291872791797758,-636899295.6215063
warmth,-1.0281747405931558,-808926977.5401288
slightly,-1.0267623083299724,-178691556.22953144
ever,-1.0213007367884162,-14424250.742478363
truly,-1.0186349616586172,-408864174.9136607
stirring,-1.0155211376298694,-2510468777.041051
hills,-1.0152211943338167,-139451888.32289916
wash,-1.0128951512132887,-424741957.9540613
choose,-1.0122127790364521,-651320830.5488095
ship,-1.0087244949325846,-6409434.426814631
addition,-1.0077251421359865,-1424287309.6824048
higher,-1.00769000552329,-733723850.4721112
laughed,-1.0056722157157691,-35093107.66083896
bring,-1.0039059174651075,-134873626.32276452
glad,-1.0009652816873782,-72020937.34535308
confident,-0.9980186665308114,-1420687102.455431
cared,-0.9976870452240562,-823900952.8303486
would,-0.9936191221378924,-764609.9014661366
themselves,-0.9903784514565783,-60732065.7571677
#punct_!,-0.9884478869753502,-5102.7801025800145
aunt,-0.9869801655919531,-5096028.796466523
day,-0.9795823561070026,-6421656.008460359
saving,-0.9780569270652492,-2091413646.2619336
command,-0.9775381473590287,-173582669.6864273
years,-0.9765963257632013,-10926685.60602652
best,-0.975275652353727,-50674832.37726801
ready,-0.9752023052291977,-83555638.92626068
fed,-0.9702279931256376,-1176605625.5922055
grew,-0.9687274780429165,-96410527.36850561
jump,-0.9682983982480513,-722469776.7426108
wonderful,-0.966038951100184,-137643496.6177146
wheel,-0.9649349153398163,-179263649.832172
free,-0.9631842694795812,-83436139.30411626
eat,-0.9567041119916451,-106082248.4108771
belong,-0.9537313243818223,-1074392603.507171
shy,-0.9530009065279421,-1628880783.7380989
laughing,-0.952927295161506,-64385096.4069877
control,-0.9514384545795667,-105536138.78177428
smaller,-0.9514110313353502,-942709170.2619959
school,-0.9445298333895201,-19122198.470638964
ride,-0.9428957491267786,-119393902.1981459
frozen,-0.9397999451813321,-981631579.5044744
supper,-0.9379196876247454,-201249255.19813287
embarrassed,-0.9370699759124692,-856398229.2631253
decent,-0.9357799779854258,-587304922.1778685
section,-0.9352868077628662,-578322232.3996794
intention,-0.9339660952696024,-410658163.51069254
were,-0.9330600513179852,-1167561.3441143336
orders,-0.9264892710986388,-157272614.483894
spent,-0.9226489335836036,-204059118.03625652
carry,-0.9218804719461607,-200715451.1172307
remembering,-0.9212273246623122,-864147115.0560161
conversation,-0.9205154216840773,-83792429.56114687
general,-0.9203485019338379,-13624945.408511806
bodies,-0.9182598898552531,-211049873.4059033
built,-0.9169067101718353,-288683711.29820347
remembered,-0.9156524851740918,-95281831.80900757
son,-0.9146562332274087,-11720148.588461244
service,-0.9132186767607883,-111270684.62474814
cannot,-0.9126623384502301,-18687143.46818317
spring,-0.9119901158174734,-114506571.35444306
credit,-0.9104623437825455,-568312420.0185862
support,-0.9104214953976709,-456844818.5811339
whenever,-0.9083620322986088,-423910504.2520575
suddenly,-0.9059831644663237,-19662571.815360323
became,-0.902260105205718,-48506986.24192653
pouring,-0.8971680022284761,-2153298760.611489
long,-0.89687962638313,-11143706.11719398
sympathy,-0.8963951683828723,-374088061.2213881
high,-0.894581269343431,-23559067.132237997
delight,-0.8942487860989066,-338093866.3950139
carrying,-0.8939331542967494,-295479555.5392438
party,-0.8907467637103669,-23104781.095051125
gazed,-0.8899383921336873,-234201920.26107496
nights,-0.8888526489495894,-500452970.85074425
shame,-0.8870048374737828,-250163356.74379227
saying,-0.8859232302587953,-35862628.132631406
silver,-0.8841682986261182,-7349219.7271069065
education,-0.8826762841534833,-681057508.0433741
minds,-0.8820677883281903,-705971824.5727665
extremely,-0.8809069488763236,-363850832.672569
land,-0.8799116928032696,-23104697.978546765
response,-0.8791959496909396,-613342501.5797975
danced,-0.8783935316690769,-817042471.1067084
company,-0.8761982310240968,-24575125.982934453
change,-0.8759926338170876,-133253238.19041528
feelings,-0.8756654061740803,-104131246.93766887
already,-0.8756250840573412,-35791851.14912004
bits,-0.8735903288246918,-553666557.1445887
laughter,-0.8735055597388398,-255592283.6013769
grow,-0.8733730965718223,-508550363.620229
places,-0.872861317284818,-301130719.32445496
captain,-0.8722288466089186,-2770578.880974338
social,-0.8708969986659244,-247212455.71394894
said,-0.8684885003312977,-61831.83952695843
hunting,-0.867592456593143,-174301656.48145333
ancient,-0.866568586090708,-131304425.1647391
rubbing,-0.8659633901578754,-1578067440.7529573
language,-0.8626802489769625,-321248434.0198892
drifted,-0.8616171533075713,-972732674.0553504
argument,-0.8614269103186525,-506346875.2513299
annoyed,-0.8599493928991129,-964723780.7643664
falling,-0.857999590939758,-242393046.77903503
english,-0.8558053454629211,-40557683.33452209
shouting,-0.8551785387667904,-580115003.1301358
bare,-0.8545759372340412,-378419575.4319264
enthusiasm,-0.8538854398448079,-768482117.5822905
neither,-0.8534673693039911,-149199400.3003557
among,-0.8534355190587711,-29561128.616678547
